variable_code,variable_long_name,time_frequency,mip_table,total_size_GB,number_of_downloads
libmassbfgr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,yr,IyrGre,0.11,14
zmswaero,Zonal Mean Shortwave Heating Rate Due to Volcanic Aerosols,6hr,E6hrZ,0.10,1
lithk,Ice Sheet Thickness,fx,IfxGre,0.10,355
fracinlut,Carbon Mass in Products of Land-Use Change,yr,Eyr,0.10,259
fldcapacity,Field Capacity,fx,Efx,0.10,235
fracoutlut,Carbon Mass in Model Soil Pool,yr,Eyr,0.09,259
tso,Sea Surface Temperature,prim6hrpt,Prim6hrPt,0.09,1
lwtoacsdust,TOA Clear-Sky Longwave Radiative Forcing Due to Dust,mon,Emon,0.09,10
volcello,Ocean Grid-Cell Volume,mon,Ofx,0.09,97
lossch4,Monthly Loss of Atmospheric Methane,mon,Emon,0.08,8
swtoaasdust,All-Sky Shortwave Flux Due to Dust at Toa,mon,Emon,0.08,8
uo,Sea Water X Velocity,primoday,PrimOday,0.07,1
thkcello,Ocean Model Cell Thickness,mon,Ofx,0.07,81
hfbasinpsmadv,Northward Ocean Heat Transport Due to Parameterized Submesoscale Advection,mon,Omon,0.06,187
flitterfire,"Carbon Mass Flux from Litter, CWD or any non-Living Pool into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1]",mon,Emon,0.06,755
clayfrac,Clay Fraction,fx,Efx,0.06,342
rld,Eddy Viscosity Coefficient for Momentum,fx,Efx,0.06,141
rsu,Upwelling Clear-Sky Longwave Radiation 4XCO2 Atmosphere,fx,Efx,0.06,134
xvelsurf,X-Component of Land Ice Surface Velocity,yr,IyrGre,0.06,5
rsd,Downwelling Clear-Sky Longwave Radiation 4XCO2 Atmosphere,fx,Efx,0.05,131
rlu,Convective Updraft Mass Flux,fx,Efx,0.05,129
hus7h,Specific Humidity,6hrPt,6hrPlevPt,0.05,10
herbivorech4,Upward flux of methane (CH4) generated by herbivorous mammals,mon,Emon,0.05,10
zos,Sea Surface Height Above Geoid,mon,mon,0.05,1
sci,Fraction of Time Shallow Convection Occurs,3hrPt,CF3hr,0.05,5
va,Northward Wind,primmonz,PrimmonZ,0.04,11
sandfrac,Sand Fraction,fx,Efx,0.04,257
termitech4,Upward flux of methane (CH4) generated by termites,mon,Emon,0.04,10
prcsh,Precipitation Flux from Shallow Convection,3hr,E3hr,0.03,2
treefrac,Tree Cover Percentage,yrPt,Eyr,0.03,25
areacelli,Grid-Cell Area for Sea Ice Variables,fx,Ofx,0.03,17
prmax,Precipitation,day,Primday,0.03,1
clw,Global Mean Mole Fraction of CH4,mon,Amon,0.02,2
cropfrac,Percentage Crop Cover,yrPt,Eyr,0.02,23
gwt,Groundwater Intake,mon,Lmon,0.02,7
siltfrac,Silt Fraction,fx,Efx,0.02,130
co2mass,Total Atmospheric Mass of CO2,monC,Amon,0.02,434
aerssabnd,TOA Outgoing Shortwave Radiation,3hrPt,E3hrPt,0.02,1
tntscpbl,Tendency of Specific Humidity Due to Model Physics,mon,CFmon,0.02,2
hfbasin,Northward Ocean Heat Transport,dec,Odec,0.02,233
cfc113global,Global Mean Mole Fraction of CFC113,mon,Amon,0.02,133
rldscs,Total Runoff,3hr,3hr,0.01,2
sftof,Sea Area Percentage,dec,Odec,0.01,24
sftgif,Land Ice Area Percentage,yr,IyrGre,0.01,20
grassfrac,Natural Grass Area Percentage,yrPt,Eyr,0.01,23
vegheight,Height of the Vegetation Canopy,fx,Efx,0.01,233
hfbasinpmadv,Downward Organic Carbon Flux at Ocean Bottom,mon,Omon,0.01,3
hcfc22global,Global Mean Mole Fraction of HCFC22,mon,Amon,0.01,90
n2oglobal,Global Mean Mole Fraction of N2O,monC,Amon,0.01,362
ch4global,Global Mean Mole Fraction of CH4,monC,Amon,0.01,358
zostoga,Mole Concentration of Other Zooplankton Expressed as Carbon in Sea Water,mon,Omon,0.01,297
siconca,Sea-Ice Area Percentage (Atmospheric Grid),mon,Amon,0.01,12
areacello,Grid-Cell Area for Ocean Variables,mon,Ofx,0.01,213
fsitherm,Water Flux into Sea Water from Icebergs,mon,Omon,0.01,2
tosga,Global Average Sea Surface Temperature,dec,Odec,0.01,269
clwvic,Convective Condensed Water Path,mon,Primmon,0.01,1
zg23,Geopotential Height,day,Primday,0.01,1
orog,Surface Altitude,mon,fx,0.01,288
mc,Global Mean Mole Fraction of HCFC22,mon,Amon,0.01,1
areacella,Grid-Cell Area for Atmospheric Grid Variables,mon,fx,0.00,234
cfc113global,Global Mean Mole Fraction of CFC113,monC,Amon,0.00,62
hcfc22global,Global Mean Mole Fraction of HCFC22,monC,Amon,0.00,59
sosga,Global Average Sea Surface Salinity,dec,Odec,0.00,153
hus4,Specific Humidity,6hr,6hrPlev,0.00,1
msftyyz,Ocean Y Overturning Mass Streamfunction,mon,Omon,0.00,6
licalvf,Land Ice Calving Flux,yr,IyrGre,0.00,5
hfibthermds2d,Heat Flux into Sea Water Due to Iceberg Thermodynamics,mon,Omon,0.00,1
deptho,Sea Floor Depth Below Geoid,mon,Ofx,0.00,76
noy,Total Inorganic Chlorine Volume Mixing Ratio,mon,AERmonZ,0.00,1
cfc11global,Global Mean Mole Fraction of CFC11,monC,Amon,0.00,43
libmassbffl,Basal Specific Mass Balance Flux of Floating Ice Shelf,yr,IyrGre,0.00,5
cfc12global,Global Mean Mole Fraction of CFC12,monC,Amon,0.00,40
bigthetaoga,Global Average Sea Water Conservative Temperature,dec,Odec,0.00,87
masso,Sea Water Mass,dec,Odec,0.00,115
wsgmax,Daily Maximum Near-Surface Wind Speed of Gust,6hr,Prim6hr,0.00,26
co2mass,Mass Fraction of Cloud Ice,mon,Amon,0.00,43
modelcellareai,The Cell Area of the Ice Sheet Model,yr,IyrGre,0.00,10
pr,Precipitation,prim6hr,Prim6hr,0.00,3
sftflf,Floating Ice Shelf Area Percentage,yr,IyrGre,0.00,10
mrsofc,Capacity of Soil to Store Water (Field Capacity),dec,dec,0.00,19
ec,Depth to Soil Thaw,day,Eday,0.00,13
sftgif,Land Ice Area Percentage,dec,dec,0.00,28
ts,Surface Temperature,day,Primday,0.00,1
wfogiwosi,Water Flux into Sea Water without contribution from Sea Ice,mon,Omon,0.00,8
snc,Snow Area Percentage,yr,IyrAnt,0.00,4
snc,Snow Area Percentage,yr,IyrGre,0.00,4
ch4global,Air Pressure at Convective Cloud Base,mon,Amon,0.00,1
lim,Ice Sheet Mass,yr,IyrGre,0.00,36
rootd,Maximum Root Depth,dec,dec,0.00,10
amocrapid,Atlantic Meridional Overturning Circulation,mon,Omon,0.00,8
smoc,Meridional Overturning Circulation at 34S,mon,Omon,0.00,8
rootdsl,Root Distribution,fx,Efx,0.00,1
iareagr,Area Covered by Grounded Ice Sheet,yr,IyrGre,0.00,26
iareafl,Area Covered by Floating Ice Shelves,yr,IyrGre,0.00,23
ch4globalclim,Global Mean Mole Fraction of CH4,mon,Amon,0.00,1
solarforcing,,,,0.00,13
mfoindo,Sea Water Transport across ITF,mon,Omon,0.00,3
yvelsurf,Y-Component of Land Ice Surface Velocity,yr,IyrGre,0.00,2
mfodrake,Sea Water Transport across Drake Passage,mon,Omon,0.00,2
limnsw,Ice Sheet Mass That Does not Displace Sea Water,yr,IyrGre,0.00,2
